gps_time,heading,pitch,roll,gyroX,gyroY,gyroZ,accX,accY,accZ,latitude,longitude,east_speed,north_speed,position_type,GNSS_info1,GNSS_info2,vehicle_lat_speed,vehicle_lon_speed
184213820,226.58,-1.45,-0.4,-1.08185,-0.9582800000000001,-2.95941,0.022444,-0.010258999999999999,0.995057,31.331374243000003,121.223724246,-2.5500000000000003,-3.41,50,1,188,4.229521409750799,4.195986830692669
184213840,226.64000000000001,-1.47,-0.41000000000000003,-0.72116,-0.5042800000000001,-2.9433100000000003,0.02376,-0.045217,0.977301,31.331373627,121.22372371200001,-2.5500000000000003,-3.41,50,1,188,4.230033976038801,4.19522627339045
184213860,226.70000000000002,-1.47,-0.41000000000000003,-0.22363000000000002,-0.055470000000000005,-2.97751,0.022265,-0.0038309999999999998,0.915024,31.331373013,121.22372317300001,-2.5500000000000003,-3.41,50,1,188,4.230541903575897,4.19446111550824
184213880,226.76,-1.48,-0.4,-0.47509,0.6139800000000001,-2.8974200000000003,0.052317999999999996,-0.008237999999999999,0.9538939999999999,31.331372399000003,121.22372263400001,-2.56,-3.41,50,1,188,4.237895750356837,4.200976263342928
184213900,226.81,-1.48,-0.39,-0.035210000000000005,0.7870800000000001,-2.6448500000000004,0.065203,0.015547,0.9669289999999999,31.331371786000002,121.223722092,-2.57,-3.4,50,1,188,4.237858570754902,4.200783943298864
184213920,226.86,-1.48,-0.38,0.0391,0.23668000000000003,-2.49621,0.029956999999999998,-0.033511,0.9602689999999999,31.331371173,121.22372154800001,-2.58,-3.4,50,1,188,4.245090344310978,4.20745092810546
184213940,226.91,-1.47,-0.39,0.72594,-0.30458,-2.5999800000000004,0.050641,-0.038334,0.9861449999999999,31.331370561000004,121.22372100300001,-2.58,-3.39,50,1,188,4.238171871188633,4.1999923645727115
184213960,226.96,-1.46,-0.39,0.24323000000000003,-0.05226,-2.7127000000000003,0.014067,-0.038604,1.031204,31.331369950000003,121.223720458,-2.59,-3.39,50,1,188,4.245372109100716,4.206677210116252
184213980,227.03,-1.47,-0.39,-0.30036,0.29967000000000005,-3.18604,0.007519,-0.032221,1.046621,31.331369340000002,121.22371991300001,-2.58,-3.39,50,1,188,4.239066808745751,4.198489563771031
184214000,227.09,-1.47,-0.39,-0.006350000000000001,0.02111,-3.1371200000000004,0.019192,-0.025776,1.013749,31.33136873,121.223719367,-2.59,-3.39,50,1,188,4.2463157918980725,4.2050554975133085
184214020,227.15,-1.47,-0.4,-0.11606000000000001,-0.40023000000000003,-3.15924,-0.004058,-0.030234999999999998,1.002612,31.33136812,121.22371882200001,-2.58,-3.39,50,1,188,4.23994315168192,4.19696834634005
184214040,227.20000000000002,-1.47,-0.4,-0.056240000000000005,-0.28091000000000005,-3.1091900000000003,0.032533,-0.019587,0.9788589999999999,31.331367511000003,121.223718278,-2.59,-3.38,50,1,188,4.23975992005705,4.196871957466375
184214060,227.26,-1.47,-0.4,-0.28863,0.09847,-2.9865500000000003,0.002296,-0.016517999999999998,0.9756809999999999,31.331366904000003,121.22371773600001,-2.59,-3.38,50,1,188,4.240172443901617,4.196115408224566
184214080,227.33,-1.48,-0.4,-0.03917,0.037540000000000004,-3.1267500000000004,0.023593,-0.029020999999999998,0.9796429999999999,31.331366296000002,121.22371719,-2.59,-3.38,50,1,188,4.240647844771063,4.19522695164671
184214100,227.38,-1.48,-0.41000000000000003,-0.09729,-0.41862000000000005,-2.9036000000000004,0.057073,-0.010763,0.998556,31.331365687,121.223716643,-2.6,-3.38,50,1,188,4.247754870284492,4.2019471135904665
184214120,227.44,-1.48,-0.43,-0.00462,-1.0894300000000001,-2.75728,0.0060019999999999995,-0.018215,0.9898349999999999,31.331365078,121.22371609500001,-2.6,-3.38,50,1,188,4.248145733558047,4.201183849075461
184214140,227.5,-1.47,-0.46,0.27830000000000005,-1.56861,-2.97589,0.052107,-0.0196,1.021869,31.33136447,121.22371554600001,-2.61,-3.38,50,1,188,4.255287840295091,4.2077887508153555
184214160,227.56,-1.47,-0.5,0.13288,-1.51469,-2.94057,0.016331,-0.014913,1.021299,31.331363862000003,121.22371499500001,-2.61,-3.37,50,1,188,4.248281817378308,4.20027516601324
