gps_time,heading,pitch,roll,gyroX,gyroY,gyroZ,accX,accY,accZ,latitude,longitude,east_speed,north_speed,position_type,GNSS_info1,GNSS_info2,vehicle_lat_speed,vehicle_lon_speed
20374550,171.78,-1.03,0.5,0.07366,0.04691000000000001,-0.39087000000000005,-0.008642,-0.018149,0.997867,31.127199172,121.476196289,0.0,0.0,100,6,5,0.0,0.0
20374570,171.78,-1.03,0.5,0.026570000000000003,0.06608,-0.36526000000000003,-0.008652,-0.018115,0.997871,31.127199172,121.476196289,0.0,0.0,100,6,5,0.0,0.0
20374590,171.78,-1.03,0.5,0.00965,0.06926,-0.39898000000000006,-0.008739,-0.01813,0.998226,31.127199172,121.476196289,0.0,0.0,100,6,5,0.0,0.0
20374610,171.78,-1.03,0.5,0.0543,0.08414,-0.35326,-0.008492,-0.017941,0.9984879999999999,31.127199172,121.476196289,0.0,0.0,100,6,5,0.0,0.0
20374630,171.78,-1.03,0.5,0.06092,0.06205000000000001,-0.37615000000000004,-0.008799999999999999,-0.017991999999999998,0.9981869999999999,31.127199172,121.476196289,0.0,0.0,100,6,5,0.0,0.0
20374650,171.78,-1.03,0.5,0.03647,0.09034,-0.34491000000000005,-0.008773999999999999,-0.018317999999999997,0.998479,31.127199172,121.476196289,0.0,0.0,100,6,5,0.0,0.0
20374670,171.78,-1.03,0.5,0.049190000000000005,0.10781,-0.36183000000000004,-0.008612999999999999,-0.018361,0.998466,31.127199172,121.476196289,0.0,0.0,100,6,5,0.0,0.0
20374690,171.78,-1.03,0.51,0.059190000000000006,0.09503,-0.30896,-0.008638999999999999,-0.018105,0.998084,31.127199172,121.476196289,0.0,0.0,100,6,5,0.0,0.0
20374710,171.78,-1.03,0.51,0.10187,0.06051000000000001,-0.31508,-0.008664999999999999,-0.01799,0.998157,31.127199172,121.476196289,0.0,0.0,100,6,5,0.0,0.0
20374730,171.78,-1.03,0.51,0.06526,0.12990000000000002,-0.41252000000000005,-0.008792,-0.018177,0.9982949999999999,31.127199172,121.476196289,0.0,0.0,100,6,5,0.0,0.0
20374750,171.78,-1.03,0.51,0.06489,0.08534000000000001,-0.37078000000000005,-0.008768999999999999,-0.018342999999999998,0.9981399999999999,31.127199172,121.476196289,0.0,0.0,100,6,5,0.0,0.0
20374770,171.78,-1.03,0.51,0.08019000000000001,0.08106000000000001,-0.34745000000000004,-0.008527999999999999,-0.018252,0.9982829999999999,31.127199172,121.476196289,0.0,0.0,100,6,5,0.0,0.0
20374790,171.78,-1.03,0.5,0.0345,0.07351,-0.34016,-0.00845,-0.018137999999999998,0.998313,31.127199172,121.476196289,0.0,0.0,100,6,5,0.0,0.0
20374810,171.78,-1.03,0.5,0.08383,0.047950000000000007,-0.29600000000000004,-0.008581,-0.017974999999999998,0.998246,31.127199172,121.476196289,0.0,0.0,100,6,5,0.0,0.0
20374830,171.78,-1.03,0.5,0.035660000000000004,0.10814000000000001,-0.31154000000000004,-0.008475,-0.018083,0.998432,31.127199172,121.476196289,0.0,0.0,100,6,5,0.0,0.0
20374850,171.78,-1.03,0.5,0.07232000000000001,0.15643,-0.38934,-0.008669,-0.018075,0.998451,31.127199172,121.476196289,0.0,0.0,100,6,5,0.0,0.0
20374870,171.78,-1.03,0.5,0.08734,0.01795,-0.34588,-0.008757,-0.018254,0.9978739999999999,31.127199172,121.476196289,0.0,0.0,100,6,5,0.0,0.0
20374890,171.78,-1.03,0.5,0.07708000000000001,0.038720000000000004,-0.35783000000000004,-0.008725,-0.018369,0.998315,31.127199172,121.476196289,0.0,0.0,100,6,5,0.0,0.0
20374910,171.78,-1.03,0.5,0.036000000000000004,-0.00478,-0.39603000000000005,-0.008605999999999999,-0.018189999999999998,0.998498,31.127199172,121.476196289,0.0,0.0,100,6,5,0.0,0.0
